Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country,Year,rider_name,Gen_type,birth_date,birth_city
15,1969-07-13,19.0,Revel,Revel,Individual time trial,Eddy Merckx,BEL,1969,Eddy_Merckx,Time trial,1945-06-17,Meensel-Kiezegem
16,1969-07-14,199.0,Castelnaudary,Luchon,Stage with mountain(s),Raymond Delisle,FRA,1969,Raymond_Delisle,Mountain stage,1943-03-11,Ancteville
17,1969-07-15,214.0,Luchon,Mourenx,Stage with mountain(s),Eddy Merckx,BEL,1969,Eddy_Merckx,Mountain stage,1945-06-17,Meensel-Kiezegem
18,1969-07-16,201.0,Mourenx,Bordeaux,Plain stage,Barry Hoban,GBR,1969,Barry_Hoban,Flat stage,1940-02-05,Wakefield
19,1969-07-17,193.0,Bordeaux,Brive,Plain stage,Barry Hoban,GBR,1969,Barry_Hoban,Flat stage,1940-02-05,Wakefield
20,1969-07-18,198.0,Brive,Puy de Dôme,Stage with mountain(s),Pierre Matignon,FRA,1969,Pierre_Matignon,Mountain stage,1943-02-11,Les Verchers-sur-Layon
21,1969-07-19,329.0,Clermont-Ferrand,Montargis,Plain stage,Herman Van Springel,BEL,1969,Herman_Van_Springel,Flat stage,1943-08-14,Ranst
22a,1969-07-20,111.0,Montargis,Créteil,Plain stage,Jozef Spruyt,BEL,1969,Jozef_Spruyt,Flat stage,1943-02-25,Viersel
22b,1969-07-20,37.0,Créteil,Paris,Individual time trial,Eddy Merckx,BEL,1969,Eddy_Merckx,Time trial,1945-06-17,Meensel-Kiezegem
1a,1968-06-27,6.1,Vittel,Vittel,Individual time trial,Charly Grosskost,FRA,1968,Charly_Grosskost,Time trial,1944-03-05,Eckbolsheim
1b,1968-06-28,189.0,Vittel,Esch-sur-Alzette,Plain stage,Charly Grosskost,FRA,1968,Charly_Grosskost,Flat stage,1944-03-05,Eckbolsheim
2,1968-06-29,210.5,Arlon,Forest,Plain stage,Eric de Vlaeminck,BEL,1968,Eric_de_Vlaeminck,Flat stage,1945-03-23,Eeklo
3a,1968-06-30,22.0,Forest,Forest,Team time trial,Belgium A,,1968,Belgium_A,Flat stage,,
3b,1968-06-30,112.0,Forest,Roubaix,Plain stage,Walter Godefroot,BEL,1968,Walter_Godefroot,Flat stage,1943-07-02,Gand
4,1968-07-01,238.0,Roubaix,Rouen,Plain stage,Georges Chappe,FRA,1968,Georges_Chappe,Flat stage,1944-03-05,Marseille
5a,1968-07-02,165.0,Rouen,Bagnoles-de-l'Orne,Plain stage,André Desvages,FRA,1968,André_Desvages,Flat stage,1944-03-12,Graye-sur-Mer
5b,1968-07-02,154.5,Bagnoles-de-l'Orne,Dinard,Plain stage,Jean Dumont,FRA,1968,Jean_Dumont,Flat stage,,
6,1968-07-03,188.0,Dinard,Lorient,Plain stage,Aurelio González Puente,ESP,1968,Aurelio_González_Puente,Flat stage,1940-07-26,Trucios-Turtzioz
7,1968-07-04,190.0,Lorient,Nantes,Plain stage,Franco Bitossi,ITA,1968,Franco_Bitossi,Flat stage,1940-09-01,Carmignano
8,1968-07-05,223.0,Nantes,Royan,Plain stage,Daniel van Ryckeghem,BEL,1968,Daniel_van_Ryckeghem,Flat stage,1945-05-29,Meulebeke
9,1968-07-07,137.5,Royan,Bordeaux,Plain stage,Walter Godefroot,BEL,1968,Walter_Godefroot,Flat stage,1943-07-02,Gand
10,1968-07-08,202.5,Bordeaux,Bayonne,Plain stage,Gilbert Bellone,FRA,1968,Gilbert_Bellone,Flat stage,1942-12-27,Grasse
11,1968-07-09,183.5,Bayonne,Pau,Plain stage,Daniel van Ryckeghem,BEL,1968,Daniel_van_Ryckeghem,Flat stage,1945-05-29,Meulebeke
12,1968-07-10,226.5,Pau,Saint-Gaudens,Stage with mountain(s),Georges Pintens,BEL,1968,Georges_Pintens,Mountain stage,1946-10-15,Anvers
13,1968-07-11,208.5,Saint-Gaudens,La Seu d'Urgell,Stage with mountain(s),Herman Van Springel,BEL,1968,Herman_Van_Springel,Mountain stage,1943-08-14,Ranst
14,1968-07-12,231.5,La Seu d'Urgell,Perpignan,Stage with mountain(s),Jan Janssen,NED,1968,Jan_Janssen,Mountain stage,1940-05-19,Pijnacker-Nootdorp
15,1968-07-14,250.5,Font-Romeu-Odeillo-Via,Albi,Plain stage,Roger Pingeon,FRA,1968,Roger_Pingeon,Flat stage,1940-08-28,Hauteville-Lompnes
16,1968-07-15,199.0,Albi,Aurillac,Plain stage,Franco Bitossi,ITA,1968,Franco_Bitossi,Flat stage,1940-09-01,Carmignano
17,1968-07-16,236.5,Aurillac,Saint-Étienne,Stage with mountain(s),Jean-Pierre Genet,FRA,1968,Jean-Pierre_Genet,Mountain stage,1962-10-15,Châtellerault
18,1968-07-17,235.0,Saint-Étienne,Grenoble,Stage with mountain(s),Roger Pingeon,FRA,1968,Roger_Pingeon,Mountain stage,1940-08-28,Hauteville-Lompnes
19,1968-07-18,200.0,Grenoble,Sallanches,Stage with mountain(s),Barry Hoban,GBR,1968,Barry_Hoban,Mountain stage,1940-02-05,Wakefield
20,1968-07-19,242.5,Sallanches,Besançon,Stage with mountain(s),Jozef Huysmans,BEL,1968,Jozef_Huysmans,Mountain stage,1941-12-18,Beerzel
21,1968-07-20,242.0,Besançon,Auxerre,Plain stage,Eric Leman,BEL,1968,Eric_Leman,Flat stage,1946-07-17,Ledeghem
22a,1968-07-21,136.0,Auxerre,Melun,Plain stage,Maurice Izier,FRA,1968,Maurice_Izier,Flat stage,1944-03-18,Crest
22b,1968-07-21,55.2,Melun,Paris,Individual time trial,Jan Janssen,NED,1968,Jan_Janssen,Time trial,1940-05-19,Pijnacker-Nootdorp
1a,1967-06-29,5.775,Angers,Angers,Individual time trial,José-Maria Errandonea,ESP,1967,José-Maria_Errandonea,Time trial,1940-12-12,Irun
1b,1967-06-30,185.5,Angers,Saint-Malo,Plain stage,Walter Godefroot,BEL,1967,Walter_Godefroot,Flat stage,1943-07-02,Gand
2,1967-07-01,180.0,Saint-Malo,Caen,Plain stage,Willy Van Neste,BEL,1967,Willy_Van_Neste,Flat stage,1944-03-10,Zwevezele
3,1967-07-02,248.0,Caen,Amiens,Plain stage,Marino Basso,ITA,1967,Marino_Basso,Flat stage,1945-06-01,Caldogno
4,1967-07-03,191.0,Amiens,Roubaix,Plain stage,Guido Reybrouck,BEL,1967,Guido_Reybrouck,Flat stage,1941-12-25,Bruges
5a,1967-07-04,172.0,Roubaix,Jambes,Plain stage,Roger Pingeon,FRA,1967,Roger_Pingeon,Flat stage,1940-08-28,Hauteville-Lompnes
5b,1967-07-04,17.0,Jambes,Jambes,Team time trial,Belgium,,1967,Belgium,Flat stage,,
6,1967-07-05,238.0,Jambes,Metz,Plain stage,Herman Van Springel,BEL,1967,Herman_Van_Springel,Flat stage,1943-08-14,Ranst
7,1967-07-06,205.5,Metz,Strasbourg,Stage with mountain(s),Michael Wright,GBR,1967,Michael_Wright,Mountain stage,,
8,1967-07-07,215.0,Strasbourg,Belfort/Ballon d’Alsace,Stage with mountain(s),Lucien Aimar,FRA,1967,Lucien_Aimar,Mountain stage,1941-04-28,Hyères
9,1967-07-09,238.5,Belfort,Divonne-les-Bains,Stage with mountain(s),Guido Reybrouck,BEL,1967,Guido_Reybrouck,Mountain stage,1941-12-25,Bruges
10,1967-07-10,243.0,Divonne-les-Bains,Briançon,Stage with mountain(s),Felice Gimondi,ITA,1967,Felice_Gimondi,Mountain stage,1942-09-29,Sedrina (royaume d'Italie)
11,1967-07-11,197.0,Briançon,Digne,Stage with mountain(s),José Samyn,FRA,1967,José_Samyn,Mountain stage,1946-05-11,Quiévrain (Belgique)
12,1967-07-12,207.5,Digne,Marseille,Plain stage,Raymond Riotte,FRA,1967,Raymond_Riotte,Flat stage,1940-02-16,Sarry
13,1967-07-13,211.5,Marseille,Carpentras,Stage with mountain(s),Jan Janssen,NED,1967,Jan_Janssen,Mountain stage,1940-05-19,Pijnacker-Nootdorp
14,1967-07-14,201.5,Carpentras,Sète,Plain stage,Barry Hoban,GBR,1967,Barry_Hoban,Flat stage,1940-02-05,Wakefield
15,1967-07-16,230.5,Sète,Toulouse,Plain stage,Rolf Wolfshohl,FRG,1967,Rolf_Wolfshohl,Flat stage,1938-12-27,Cologne
16,1967-07-17,188.0,Toulouse,Luchon,Stage with mountain(s),Fernando Manzaneque,ESP,1967,Fernando_Manzaneque,Mountain stage,1934-02-04,Campo de Criptana
17,1967-07-18,250.0,Luchon,Pau,Stage with mountain(s),Raymond Mastrotto,FRA,1967,Raymond_Mastrotto,Mountain stage,1934-11-01,Auch
18,1967-07-19,206.5,Pau,Bordeaux,Plain stage,Marino Basso,ITA,1967,Marino_Basso,Flat stage,1945-06-01,Caldogno
19,1967-07-20,217.0,Bordeaux,Limoges,Plain stage,Jean Stablinski,FRA,1967,Jean_Stablinski,Flat stage,1932-05-21,Thun-Saint-Amand
20,1967-07-21,222.0,Limoges,Puy de Dôme,Stage with mountain(s),Felice Gimondi,ITA,1967,Felice_Gimondi,Mountain stage,1942-09-29,Sedrina (royaume d'Italie)
21,1967-07-22,359.0,Clermont-Ferrand,Fontainebleau,Plain stage,Paul Lemeteyer,FRA,1967,Paul_Lemeteyer,Flat stage,1942-06-04,Nantes
22a,1967-07-23,104.0,Fontainebleau,Versailles,Plain stage,René Binggeli,SUI,1967,René_Binggeli,Flat stage,1941-01-17,Genève
22b,1967-07-23,46.6,Versailles,Paris,Individual time trial,Raymond Poulidor,FRA,1967,Raymond_Poulidor,Time trial,1936-04-15,Masbaraud-Mérignat
1,1966-06-21,209.0,Nancy,Charleville,Plain stage,Rudi Altig,FRG,1966,Rudi_Altig,Flat stage,1937-03-18,Mannheim
2,1966-06-22,198.0,Charleville,Tournai,Plain stage,Guido Reybrouck,BEL,1966,Guido_Reybrouck,Flat stage,1941-12-25,Bruges
3a,1966-06-23,21.0,Tournai,Tournai,Team time trial,Televizier–Batavus,,1966,Televizier–Batavus,Flat stage,,
3b,1966-06-23,131.0,Tournai,Dunkirk,Plain stage,Gerben Karstens,NED,1966,Gerben_Karstens,Flat stage,1942-01-14,Voorburg
4,1966-06-24,205.0,Dunkirk,Dieppe,Plain stage,Willy Planckaert,BEL,1966,Willy_Planckaert,Flat stage,1944-04-05,Nevele
5,1966-06-25,178.0,Dieppe,Caen,Plain stage,Franco Bitossi,ITA,1966,Franco_Bitossi,Flat stage,1940-09-01,Carmignano
6,1966-06-26,217.0,Caen,Angers,Plain stage,Edward Sels,BEL,1966,Edward_Sels,Flat stage,1941-08-29,Vorselaar
7,1966-06-27,252.0,Angers,Royan,Plain stage,Albert Van Vlierberghe,BEL,1966,Albert_Van_Vlierberghe,Flat stage,1942-03-18,Belsele
8,1966-06-28,138.0,Royan,Bordeaux,Plain stage,Willy Planckaert,BEL,1966,Willy_Planckaert,Flat stage,1944-04-05,Nevele
9,1966-06-29,201.0,Bordeaux,Bayonne,Plain stage,Gerben Karstens,NED,1966,Gerben_Karstens,Flat stage,1942-01-14,Voorburg
10,1966-06-30,234.0,Bayonne,Pau,Stage with mountain(s),Tommaso de Pra,ITA,1966,Tommaso_de_Pra,Mountain stage,1938-12-16,Mortara
11,1966-07-01,188.0,Pau,Luchon,Stage with mountain(s),Guido Marcello Mugnaini,ITA,1966,Guido_Marcello_Mugnaini,Mountain stage,,
12,1966-07-03,219.0,Luchon,Revel,Stage with mountain(s),Rudi Altig,FRG,1966,Rudi_Altig,Mountain stage,1937-03-18,Mannheim
13,1966-07-04,191.0,Revel,Sète,Plain stage,Georges Vandenberghe,BEL,1966,Georges_Vandenberghe,Flat stage,1941-12-28,Oostrozebeke
14a,1966-07-05,144.0,Montpellier,Vals-les-Bains,Plain stage,Jo de Roo,NED,1966,Jo_de_Roo,Flat stage,1937-07-05,Kapelle (en)
14b,1966-07-05,20.0,Vals-les-Bains,Vals-les-Bains,Individual time trial,Raymond Poulidor,FRA,1966,Raymond_Poulidor,Time trial,1936-04-15,Masbaraud-Mérignat
15,1966-07-06,203.0,Privas,Le Bourg-d'Oisans,Stage with mountain(s),Luís Otano,ESP,1966,Luís_Otano,Mountain stage,,
16,1966-07-07,148.0,Le Bourg-d'Oisans,Briançon,Stage with mountain(s),Julio Jiménez,ESP,1966,Julio_Jiménez,Mountain stage,1934-10-28,Ávila
17,1966-07-08,160.0,Briançon,Turin,Stage with mountain(s),Franco Bitossi,ITA,1966,Franco_Bitossi,Mountain stage,1940-09-01,Carmignano
18,1966-07-10,188.0,Ivrea,Chamonix,Stage with mountain(s),Edy Schutz,LUX,1966,Edy_Schutz,Mountain stage,1941-05-15,Tétange
19,1966-07-11,265.0,Chamonix,Saint-Étienne,Stage with mountain(s),Ferdinand Bracke,BEL,1966,Ferdinand_Bracke,Mountain stage,1939-05-25,Hamme
20,1966-07-12,223.0,Saint-Étienne,Montluçon,Plain stage,Henk Nijdam,NED,1966,Henk_Nijdam,Flat stage,1935-08-26,Haren
21,1966-07-13,232.0,Montluçon,Orléans,Plain stage,Pierre Beuffeuil,FRA,1966,Pierre_Beuffeuil,Flat stage,1934-10-30,L'Éguille
22a,1966-07-14,111.0,Orléans,Rambouillet,Plain stage,Edward Sels,BEL,1966,Edward_Sels,Flat stage,1941-08-29,Vorselaar
22b,1966-07-14,51.0,Rambouillet,Paris,Individual time trial,Rudi Altig,FRG,1966,Rudi_Altig,Time trial,1937-03-18,Mannheim
1a,1965-06-22,149.0,Cologne,Liège,Plain stage,Rik Van Looy,BEL,1965,Rik_Van_Looy,Flat stage,1933-12-20,Grobbendonk
1b,1965-06-22,22.5,Liège,Liège,Team time trial,Ford France–Gitane,,1965,Ford_France–Gitane,Flat stage,,
2,1965-06-23,200.5,Liège,Roubaix,Plain stage,Bernard Van De Kerkhove,BEL,1965,Bernard_Van_De_Kerkhove,Flat stage,1941-07-08,Mouscron
3,1965-06-24,240.0,Roubaix,Rouen,Plain stage,Felice Gimondi,ITA,1965,Felice_Gimondi,Flat stage,1942-09-29,Sedrina (royaume d'Italie)
4,1965-06-25,227.0,Caen,Saint-Brieuc,Plain stage,Edgard Sorgeloos,BEL,1965,Edgard_Sorgeloos,Flat stage,1930-12-14,Denderhautem
5a,1965-06-26,147.0,Saint-Brieuc,Châteaulin,Plain stage,Cees van Espen,NED,1965,Cees_van_Espen,Flat stage,1938-05-28,Arnhem
5b,1965-06-26,26.7,Châteaulin,Châteaulin,Individual time trial,Raymond Poulidor,FRA,1965,Raymond_Poulidor,Time trial,1936-04-15,Masbaraud-Mérignat
6,1965-06-27,210.5,Quimper,La Baule,Plain stage,Guido Reybroeck,BEL,1965,Guido_Reybroeck,Flat stage,,
7,1965-06-28,219.0,La Baule,La Rochelle,Plain stage,Edward Sels,BEL,1965,Edward_Sels,Flat stage,1941-08-29,Vorselaar
8,1965-06-29,197.5,La Rochelle,Bordeaux,Plain stage,Johan de Roo,NED,1965,Johan_de_Roo,Flat stage,,
9,1965-06-30,226.5,Dax,Bagnères-de-Bigorre,Stage with mountain(s),Julio Jiménez,ESP,1965,Julio_Jiménez,Mountain stage,1934-10-28,Ávila
10,1965-07-01,222.5,Bagnères-de-Bigorre,Ax-les-Thermes,Stage with mountain(s),Guido Reybroeck,BEL,1965,Guido_Reybroeck,Mountain stage,,
11,1965-07-02,240.5,Ax-les-Thermes,Barcelona,Stage with mountain(s),José Perez-Frances,ESP,1965,José_Perez-Frances,Mountain stage,,
12,1965-07-04,219.0,Barcelona,Perpignan,Plain stage,Jan Janssen,NED,1965,Jan_Janssen,Flat stage,1940-05-19,Pijnacker-Nootdorp
13,1965-07-05,164.0,Perpignan,Montpellier,Plain stage,Adriano Durante,ITA,1965,Adriano_Durante,Flat stage,1940-07-24,Trévise
14,1965-07-06,173.0,Montpellier,Mont Ventoux,Stage with mountain(s),Raymond Poulidor,FRA,1965,Raymond_Poulidor,Mountain stage,1936-04-15,Masbaraud-Mérignat
15,1965-07-07,167.5,Carpentras,Gap,Stage with mountain(s),Giuseppe Fezzardi,ITA,1965,Giuseppe_Fezzardi,Mountain stage,1939-12-28,Arcisate
16,1965-07-08,177.0,Gap,Briançon,Stage with mountain(s),Joaquim Galera,ESP,1965,Joaquim_Galera,Mountain stage,1940-03-26,Q5723917
17,1965-07-09,193.5,Briançon,Aix-les-Bains,Stage with mountain(s),Julio Jiménez,ESP,1965,Julio_Jiménez,Mountain stage,1934-10-28,Ávila
18,1965-07-10,26.9,Aix-les-Bains,Le Revard,Mountain time trial,Felice Gimondi,ITA,1965,Felice_Gimondi,Time trial,1942-09-29,Sedrina (royaume d'Italie)
19,1965-07-11,165.0,Aix-les-Bains,Lyon,Stage with mountain(s),Rik Van Looy,BEL,1965,Rik_Van_Looy,Mountain stage,1933-12-20,Grobbendonk
20,1965-07-12,198.5,Lyon,Auxerre,Plain stage,Michael Wright,GBR,1965,Michael_Wright,Flat stage,,
21,1965-07-13,225.5,Auxerre,Versailles,Plain stage,Gerben Karstens,NED,1965,Gerben_Karstens,Flat stage,1942-01-14,Voorburg
22,1965-07-14,37.8,Versailles,Paris,Individual time trial,Felice Gimondi,ITA,1965,Felice_Gimondi,Time trial,1942-09-29,Sedrina (royaume d'Italie)
1,1964-06-22,215.0,Rennes,Lisieux,Plain stage,Edward Sels,BEL,1964,Edward_Sels,Flat stage,1941-08-29,Vorselaar
2,1964-06-23,208.0,Lisieux,Amiens,Plain stage,André Darrigade,FRA,1964,André_Darrigade,Flat stage,1929-04-24,Narrosse
3a,1964-06-24,197.0,Amiens,Forest,Plain stage,Bernard Vandekerkhove,BEL,1964,Bernard_Vandekerkhove,Flat stage,1941-07-08,Mouscron
3b,1964-06-24,21.0,Forest,Forest,Team time trial,Kas–Kaskol,,1964,Kas–Kaskol,Flat stage,,
4,1964-06-25,292.0,Forest,Metz,Plain stage,Rudi Altig,GER,1964,Rudi_Altig,Flat stage,1937-03-18,Mannheim
5,1964-06-26,161.0,Lunéville,Freiburg,Plain stage,Willy Derboven,BEL,1964,Willy_Derboven,Flat stage,1939-09-19,Louvain
6,1964-06-27,200.0,Freiburg,Besançon,Plain stage,Henk Nijdam,NED,1964,Henk_Nijdam,Flat stage,1935-08-26,Haren
7,1964-06-28,195.0,Besançon,Thonon-les-Bains,Plain stage,Jan Janssen,NED,1964,Jan_Janssen,Flat stage,1940-05-19,Pijnacker-Nootdorp
8,1964-06-29,249.0,Thonon-les-Bains,Briançon,Stage with mountain(s),Federico Bahamontes,ESP,1964,Federico_Bahamontes,Mountain stage,1928-07-09,Val de Santo Domingo (d)
9,1964-06-30,239.0,Briançon,Monaco,Stage with mountain(s),Jacques Anquetil,FRA,1964,Jacques_Anquetil,Mountain stage,1934-01-08,Mont-Saint-Aignan
10a,1964-07-01,187.0,Monaco,Hyères,Plain stage,Jan Janssen,NED,1964,Jan_Janssen,Flat stage,1940-05-19,Pijnacker-Nootdorp
10b,1964-07-01,21.0,Hyères,Toulon,Individual time trial,Jacques Anquetil,FRA,1964,Jacques_Anquetil,Time trial,1934-01-08,Mont-Saint-Aignan
11,1964-07-02,250.0,Toulon,Montpellier,Plain stage,Edward Sels,BEL,1964,Edward_Sels,Flat stage,1941-08-29,Vorselaar
12,1964-07-03,174.0,Montpellier,Perpignan,Plain stage,Jo de Roo,NED,1964,Jo_de_Roo,Flat stage,1937-07-05,Kapelle (en)
13,1964-07-04,170.0,Perpignan,Andorra,Stage with mountain(s),Julio Jiménez,ESP,1964,Julio_Jiménez,Mountain stage,1934-10-28,Ávila
14,1964-07-06,186.0,Andorra,Toulouse,Stage with mountain(s),Edward Sels,BEL,1964,Edward_Sels,Mountain stage,1941-08-29,Vorselaar
15,1964-07-07,203.0,Toulouse,Luchon,Stage with mountain(s),Raymond Poulidor,FRA,1964,Raymond_Poulidor,Mountain stage,1936-04-15,Masbaraud-Mérignat
16,1964-07-08,197.0,Luchon,Pau,Stage with mountain(s),Federico Bahamontes,ESP,1964,Federico_Bahamontes,Mountain stage,1928-07-09,Val de Santo Domingo (d)
17,1964-07-09,43.0,Peyrehorade,Bayonne,Individual time trial,Jacques Anquetil,FRA,1964,Jacques_Anquetil,Time trial,1934-01-08,Mont-Saint-Aignan
18,1964-07-10,187.0,Bayonne,Bordeaux,Plain stage,André Darrigade,FRA,1964,André_Darrigade,Flat stage,1929-04-24,Narrosse
19,1964-07-11,215.0,Bordeaux,Brive,Plain stage,Edward Sels,BEL,1964,Edward_Sels,Flat stage,1941-08-29,Vorselaar
20,1964-07-12,217.0,Brive,Puy de Dôme,Stage with mountain(s),Julio Jiménez,ESP,1964,Julio_Jiménez,Mountain stage,1934-10-28,Ávila
21,1964-07-13,311.0,Clermont-Ferrand,Orléans,Plain stage,Jean Stablinski,FRA,1964,Jean_Stablinski,Flat stage,1932-05-21,Thun-Saint-Amand
22a,1964-07-14,119.0,Orléans,Versailles,Plain stage,Benoni Beheyt,BEL,1964,Benoni_Beheyt,Flat stage,1940-09-27,Swynaerde
22b,1964-07-14,27.0,Versailles,Paris,Individual time trial,Jacques Anquetil,FRA,1964,Jacques_Anquetil,Time trial,1934-01-08,Mont-Saint-Aignan
1,1963-06-23,152.0,Paris,Épernay,Plain stage,Eddy Pauwels,BEL,1963,Eddy_Pauwels,Flat stage,1935-05-02,Bornem
2a,1963-06-24,186.0,Reims,Jambes,Plain stage,Rik Van Looy,BEL,1963,Rik_Van_Looy,Flat stage,1933-12-20,Grobbendonk
2b,1963-06-24,22.0,Jambes,Jambes,Team time trial,Pelforth–Sauvage–Lejeune,,1963,Pelforth–Sauvage–Lejeune,Flat stage,,
3,1963-06-25,223.0,Jambes,Roubaix,Plain stage,Seamus Elliott,IRL,1963,Seamus_Elliott,Flat stage,1934-06-04,Dublin
4,1963-06-26,236.0,Roubaix,Rouen,Plain stage,Frans Melckenbeeck,BEL,1963,Frans_Melckenbeeck,Flat stage,1940-11-15,Lede
5,1963-06-27,285.0,Rouen,Rennes,Plain stage,Antonio Bailetti,ITA,1963,Antonio_Bailetti,Flat stage,1937-09-29,Nanto (Italie)
6a,1963-06-28,118.0,Rennes,Angers,Plain stage,Roger de Breuker,BEL,1963,Roger_de_Breuker,Flat stage,1940-07-13,Grobbendonk
6b,1963-06-28,25.0,Angers,Angers,Individual time trial,Jacques Anquetil,FRA,1963,Jacques_Anquetil,Time trial,1934-01-08,Mont-Saint-Aignan
7,1963-06-29,236.0,Angers,Limoges,Plain stage,Jan Janssen,NED,1963,Jan_Janssen,Flat stage,1940-05-19,Pijnacker-Nootdorp
8,1963-06-30,232.0,Limoges,Bordeaux,Plain stage,Rik Van Looy,BEL,1963,Rik_Van_Looy,Flat stage,1933-12-20,Grobbendonk
9,1963-07-01,202.0,Bordeaux,Pau,Plain stage,Pino Cerami,BEL,1963,Pino_Cerami,Flat stage,1922-04-28,Misterbianco
10,1963-07-02,148.0,Pau,Bagnères-de-Bigorre,Stage with mountain(s),Jacques Anquetil,FRA,1963,Jacques_Anquetil,Mountain stage,1934-01-08,Mont-Saint-Aignan
11,1963-07-03,131.0,Bagnères-de-Bigorre,Luchon,Stage with mountain(s),Guy Ignolin,FRA,1963,Guy_Ignolin,Mountain stage,1936-11-14,Vernou-sur-Brenne
12,1963-07-04,173.0,Luchon,Toulouse,Stage with mountain(s),André Darrigade,FRA,1963,André_Darrigade,Mountain stage,1929-04-24,Narrosse
13,1963-07-05,234.0,Toulouse,Aurillac,Plain stage,Rik Van Looy,BEL,1963,Rik_Van_Looy,Flat stage,1933-12-20,Grobbendonk
14,1963-07-07,237.0,Aurillac,Saint-Étienne,Plain stage,Guy Ignolin,FRA,1963,Guy_Ignolin,Flat stage,1936-11-14,Vernou-sur-Brenne
15,1963-07-08,174.0,Saint-Étienne,Grenoble,Stage with mountain(s),Federico Bahamontes,ESP,1963,Federico_Bahamontes,Mountain stage,1928-07-09,Val de Santo Domingo (d)
16,1963-07-09,202.0,Grenoble,Val d'Isère,Stage with mountain(s),Fernando Manzaneque,ESP,1963,Fernando_Manzaneque,Mountain stage,1934-02-04,Campo de Criptana
17,1963-07-10,228.0,Val d'Isère,Chamonix,Stage with mountain(s),Jacques Anquetil,FRA,1963,Jacques_Anquetil,Mountain stage,1934-01-08,Mont-Saint-Aignan
18,1963-07-11,225.0,Chamonix,Lons-le-Saunier,Stage with mountain(s),Frans Brands,BEL,1963,Frans_Brands,Mountain stage,1940-05-31,Berendrecht (en)
19,1963-07-12,54.0,Arbois,Besançon,Individual time trial,Jacques Anquetil,FRA,1963,Jacques_Anquetil,Time trial,1934-01-08,Mont-Saint-Aignan
20,1963-07-13,234.0,Besançon,Troyes,Plain stage,Roger de Breuker,BEL,1963,Roger_de_Breuker,Flat stage,1940-07-13,Grobbendonk
21,1963-07-14,185.0,Troyes,Paris,Plain stage,Rik Van Looy,BEL,1963,Rik_Van_Looy,Flat stage,1933-12-20,Grobbendonk
1,1962-06-24,253.0,Nancy,Spa,Plain stage,Rudi Altig,FRG,1962,Rudi_Altig,Flat stage,1937-03-18,Mannheim
2a,1962-06-25,147.0,Spa,Herentals,Plain stage,André Darrigade,FRA,1962,André_Darrigade,Flat stage,1929-04-24,Narrosse
2b,1962-06-25,23.0,Herentals,Herentals,Team time trial,Faema–Flandria–Clement,,1962,Faema–Flandria–Clement,Flat stage,,
3,1962-06-26,210.0,Brussels,Amiens,Plain stage,Rudi Altig,FRG,1962,Rudi_Altig,Flat stage,1937-03-18,Mannheim
4,1962-06-27,196.5,Amiens,Le Havre,Plain stage,Willy Vanden Berghen,BEL,1962,Willy_Vanden_Berghen,Flat stage,1939-07-03,Vilvorde
5,1962-06-28,215.0,Pont l'Evêque,Saint-Malo,Plain stage,Emile Daems,BEL,1962,Emile_Daems,Flat stage,1938-04-04,Genval
6,1962-06-29,235.5,Dinard,Brest,Plain stage,Robert Cazala,FRA,1962,Robert_Cazala,Flat stage,1934-01-07,Bellocq
7,1962-06-30,201.0,Quimper,Saint-Nazaire,Plain stage,Huub Zilverberg,NED,1962,Huub_Zilverberg,Flat stage,1939-01-13,Goirle
8a,1962-07-01,155.0,Saint-Nazaire,Luçon,Plain stage,Mario Minieri,ITA,1962,Mario_Minieri,Flat stage,1938-06-21,Vergato
8b,1962-07-01,43.0,Luçon,La Rochelle,Individual time trial,Jacques Anquetil,FRA,1962,Jacques_Anquetil,Time trial,1934-01-08,Mont-Saint-Aignan
9,1962-07-02,214.0,La Rochelle,Bordeaux,Plain stage,Antonio Bailetti,ITA,1962,Antonio_Bailetti,Flat stage,1937-09-29,Nanto (Italie)
10,1962-07-03,184.5,Bordeaux,Bayonne,Plain stage,Willy Vannitsen,BEL,1962,Willy_Vannitsen,Flat stage,1935-02-08,Saint-Trond
11,1962-07-04,155.5,Bayonne,Pau,Plain stage,Eddy Pauwels,BEL,1962,Eddy_Pauwels,Flat stage,1935-05-02,Bornem
12,1962-07-05,207.5,Pau,Saint-Gaudens,Stage with mountain(s),Robert Cazala,FRA,1962,Robert_Cazala,Mountain stage,1934-01-07,Bellocq
13,1962-07-06,18.5,Luchon,Superbagnères,Mountain time trial,Federico Bahamontes,ESP,1962,Federico_Bahamontes,Time trial,1928-07-09,Val de Santo Domingo (d)
14,1962-07-07,215.0,Luchon,Carcassonne,Stage with mountain(s),Jean Stablinski,FRA,1962,Jean_Stablinski,Mountain stage,1932-05-21,Thun-Saint-Amand
15,1962-07-08,196.5,Carcassonne,Montpellier,Plain stage,Willy Vannitsen,BEL,1962,Willy_Vannitsen,Flat stage,1935-02-08,Saint-Trond
16,1962-07-09,185.0,Montpellier,Aix-en-Provence,Plain stage,Emile Daems,BEL,1962,Emile_Daems,Flat stage,1938-04-04,Genval
17,1962-07-10,201.0,Aix-en-Provence,Antibes,Plain stage,Rudi Altig,FRG,1962,Rudi_Altig,Flat stage,1937-03-18,Mannheim
